2016-09-11 03:00:00+00:00	0.32	0.32
2016-09-11 03:05:00+00:00	0.32	0.64
2016-09-11 03:10:00+00:00	0.32	0.96
2016-09-11 03:15:00+00:00	0.32	1.28
2016-09-11 03:20:00+00:00	0.36	1.64
2016-09-11 03:25:00+00:00	0.32	1.96
2016-09-11 03:30:00+00:00	0.32	2.28
2016-09-11 03:35:00+00:00	0.32	2.6
2016-09-11 03:40:00+00:00	0.32	2.92
2016-09-11 03:45:00+00:00	0.32	3.24
2016-09-11 03:50:00+00:00	0.32	3.56
2016-09-11 03:55:00+00:00	0.32	3.88
2016-09-11 04:00:00+00:00	0.36	4.24
2016-09-11 04:05:00+00:00	0.32	4.56
2016-09-11 04:10:00+00:00	0.32	4.88
2016-09-11 04:15:00+00:00	0.32	5.2
2016-09-11 04:20:00+00:00	0.36	5.56
2016-09-11 04:25:00+00:00	0.32	5.88
2016-09-11 04:30:00+00:00	0.36	6.24
2016-09-11 04:35:00+00:00	0.32	6.56
2016-09-11 04:40:00+00:00	0.32	6.88
2016-09-11 04:45:00+00:00	0.32	7.2
2016-09-11 04:50:00+00:00	0.32	7.52
2016-09-11 04:55:00+00:00	0.36	7.88
2016-09-11 05:00:00+00:00	0.32	8.2
2016-09-11 05:05:00+00:00	0.32	8.52
2016-09-11 05:10:00+00:00	0.32	8.84
2016-09-11 05:15:00+00:00	0.32	9.16
2016-09-11 05:20:00+00:00	0.36	9.52
2016-09-11 05:25:00+00:00	0.32	9.84
2016-09-11 05:30:00+00:00	0.32	10.16
2016-09-11 05:35:00+00:00	0.32	10.48
2016-09-11 05:40:00+00:00	0.32	10.8
2016-09-11 05:45:00+00:00	0.36	11.16
2016-09-11 05:50:00+00:00	0.32	11.48
2016-09-11 05:55:00+00:00	0.32	11.8
2016-09-11 06:00:00+00:00	0.36	12.16
2016-09-11 06:05:00+00:00	0.32	12.48
2016-09-11 06:10:00+00:00	0.36	12.84
2016-09-11 06:15:00+00:00	0.28	13.12
2016-09-11 06:20:00+00:00	0.32	13.44
2016-09-11 06:25:00+00:00	0.28	13.72
2016-09-11 06:30:00+00:00	0.32	14.04
2016-09-11 06:35:00+00:00	0.28	14.32
2016-09-11 06:40:00+00:00	0.32	14.64
2016-09-11 06:45:00+00:00	0.28	14.92
2016-09-11 06:50:00+00:00	0.32	15.24
2016-09-11 06:55:00+00:00	0.28	15.52
2016-09-11 07:00:00+00:00	0.36	15.88
2016-09-11 07:05:00+00:00	0.32	16.2
2016-09-11 07:10:00+00:00	0.32	16.52
2016-09-11 07:15:00+00:00	0.32	16.84
2016-09-11 07:20:00+00:00	0.32	17.16
2016-09-11 07:25:00+00:00	0.36	17.52
2016-09-11 07:30:00+00:00	0.32	17.84
2016-09-11 07:35:00+00:00	0.32	18.16
2016-09-11 07:40:00+00:00	0.32	18.48
2016-09-11 07:45:00+00:00	0.32	18.8
2016-09-11 07:50:00+00:00	0.36	19.16
2016-09-11 07:55:00+00:00	0.32	19.48
2016-09-11 08:00:00+00:00	0.32	19.8
2016-09-11 08:05:00+00:00	0.36	20.16
2016-09-11 08:10:00+00:00	0.32	20.48
2016-09-11 08:15:00+00:00	0.36	20.84
2016-09-11 08:20:00+00:00	0.32	21.16
2016-09-11 08:25:00+00:00	0.32	21.48
2016-09-11 08:30:00+00:00	0.32	21.8
2016-09-11 08:35:00+00:00	0.36	22.16
2016-09-11 08:40:00+00:00	0.32	22.48
2016-09-11 08:45:00+00:00	0.32	22.8
2016-09-11 08:50:00+00:00	0.32	23.12
2016-09-11 08:55:00+00:00	0.12	23.24
2016-09-11 09:00:00+00:00	0.12	23.36
2016-09-11 09:05:00+00:00	0.12	23.48
2016-09-11 09:10:00+00:00	0.16	23.64
2016-09-11 09:15:00+00:00	0.12	23.76
2016-09-11 09:20:00+00:00	0.16	23.92
2016-09-11 09:25:00+00:00	0.12	24.04
2016-09-11 09:30:00+00:00	0.08	24.12
2016-09-11 09:35:00+00:00	0.08	24.2
2016-09-11 09:40:00+00:00	0.08	24.28
2016-09-11 09:45:00+00:00	0.12	24.4
2016-09-11 09:50:00+00:00	0.08	24.48
2016-09-11 09:55:00+00:00	0.08	24.56
2016-09-11 10:00:00+00:00	0.12	24.68
2016-09-11 10:05:00+00:00	0.08	24.76
2016-09-11 10:10:00+00:00	0.12	24.88
2016-09-11 10:15:00+00:00	0.12	25.0
2016-09-11 10:20:00+00:00	0.12	25.12
2016-09-11 10:25:00+00:00	0.12	25.24
2016-09-11 10:30:00+00:00	0.12	25.36
2016-09-11 10:35:00+00:00	0.12	25.48
2016-09-11 10:40:00+00:00	0.12	25.6
2016-09-11 10:45:00+00:00	0.12	25.72
2016-09-11 10:50:00+00:00	0.12	25.84
2016-09-11 10:55:00+00:00	0.12	25.96
2016-09-11 11:00:00+00:00	0.12	26.08
2016-09-11 11:05:00+00:00	0.12	26.2
2016-09-11 11:10:00+00:00	0.12	26.32
2016-09-11 11:15:00+00:00	0.12	26.44
2016-09-11 11:20:00+00:00	0.12	26.56
2016-09-11 11:25:00+00:00	0.12	26.68
2016-09-11 11:30:00+00:00	0.16	26.84
2016-09-11 11:35:00+00:00	0.12	26.96
2016-09-11 11:40:00+00:00	0.12	27.08
2016-09-11 11:45:00+00:00	0.12	27.2
2016-09-11 11:50:00+00:00	0.12	27.32
2016-09-11 11:55:00+00:00	0.12	27.44
2016-09-11 12:00:00+00:00	0.08	27.52
2016-09-11 12:05:00+00:00	0.12	27.64
2016-09-11 12:10:00+00:00	0.08	27.72
2016-09-11 12:15:00+00:00	0.16	27.88
2016-09-11 12:20:00+00:00	0.16	28.04
2016-09-11 12:25:00+00:00	0.12	28.16
2016-09-11 12:30:00+00:00	0.12	28.28
2016-09-11 12:35:00+00:00	0.16	28.44
2016-09-11 12:40:00+00:00	0.16	28.6
2016-09-11 12:45:00+00:00	0.12	28.72
2016-09-11 12:50:00+00:00	0.12	28.84
2016-09-11 12:55:00+00:00	0.12	28.96
2016-09-11 13:00:00+00:00	0.12	29.08
2016-09-11 13:05:00+00:00	0.12	29.2
2016-09-11 13:10:00+00:00	0.12	29.32
2016-09-11 13:15:00+00:00	0.16	29.48
2016-09-11 13:20:00+00:00	0.16	29.64
2016-09-11 13:25:00+00:00	0.2	29.84
2016-09-11 13:30:00+00:00	0.16	30.0
2016-09-11 13:35:00+00:00	0.2	30.2
2016-09-11 13:40:00+00:00	0.2	30.4
2016-09-11 13:45:00+00:00	0.2	30.6
2016-09-11 13:50:00+00:00	0.2	30.8
2016-09-11 13:55:00+00:00	0.2	31.0
2016-09-11 14:00:00+00:00	0.2	31.2
2016-09-11 14:05:00+00:00	0.2	31.4
2016-09-11 14:10:00+00:00	0.2	31.6
2016-09-11 14:15:00+00:00	0.2	31.8
2016-09-11 14:20:00+00:00	0.2	32.0
2016-09-11 14:25:00+00:00	0.2	32.2
2016-09-11 14:30:00+00:00	0.2	32.4
2016-09-11 14:35:00+00:00	0.24	32.64
2016-09-11 14:40:00+00:00	0.2	32.84
2016-09-11 14:45:00+00:00	0.2	33.04
2016-09-11 14:50:00+00:00	0.2	33.24
2016-09-11 14:55:00+00:00	0.2	33.44
2016-09-11 15:00:00+00:00	0.2	33.64
2016-09-11 15:05:00+00:00	0.2	33.84
2016-09-11 15:10:00+00:00	0.24	34.08
2016-09-11 15:15:00+00:00	0.2	34.28
2016-09-11 15:20:00+00:00	0.2	34.48
2016-09-11 15:25:00+00:00	0.2	34.68
2016-09-11 15:30:00+00:00	0.2	34.88
2016-09-11 15:35:00+00:00	0.2	35.08
2016-09-11 15:40:00+00:00	0.2	35.28
2016-09-11 15:45:00+00:00	0.2	35.48
2016-09-11 15:50:00+00:00	0.24	35.72
2016-09-11 15:55:00+00:00	0.2	35.92
2016-09-11 16:00:00+00:00	0.2	36.12
2016-09-11 16:05:00+00:00	0.2	36.32
2016-09-11 16:10:00+00:00	0.2	36.52
2016-09-11 16:15:00+00:00	0.2	36.72
2016-09-11 16:20:00+00:00	0.24	36.96
2016-09-11 16:25:00+00:00	0.2	37.16
2016-09-11 16:30:00+00:00	0.2	37.36
2016-09-11 16:35:00+00:00	0.2	37.56
2016-09-11 16:40:00+00:00	0.2	37.76
